agent_name,model_name,eval_name,eval_size,episode,task,revised_task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
minus-reasoner,gpt-5.2,tw-cooking-2,10,10,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather the required ingredients (carrying at most 2 items at a time), cook them using the appropriate kitchen tool(s), then run **prepare meal** and eat the prepared meal.",True,1.0,24,30,20,126164,1086,127250,0.220787,0.015203999999999999,0.235991,1769994262.7157373,,150.77248573303223,0.041666666666666664,7.858546168958743e-06,,1769994437.488223
minus-reasoner,gpt-5.2,tw-cooking-2,10,20,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather any required ingredients and tools, cook the necessary ingredients as instructed, then use **prepare meal** to make and eat the finished meal.",False,0.0,21,33,22,107068,869,107937,0.187369,0.012166,0.19953500000000002,1769994438.9346209,,121.59273529052734,0.0,0.0,,1769994581.5273561
minus-reasoner,gpt-5.2,tw-cooking-2,10,30,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather the required ingredients and tools, cook/prepare the meal as instructed (using cutting and cooking actions as needed), then eat the finished meal.",False,0.0,38,37,25,226448,1903,228351,0.396284,0.026642,0.422926,1769994582.9920268,,286.6304261684418,0.0,0.0,,1769994907.622453
minus-reasoner,gpt-5.2,tw-cooking-2,10,40,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the required recipe, gather any needed ingredients/tools, cook the meal as specified, then prepare and eat the completed meal.",False,0.0,43,42,28,255496,1775,257271,0.447118,0.02485,0.471968,1769994909.0737252,,292.9712178707123,0.0,0.0,,1769995245.044943
minus-reasoner,gpt-5.2,tw-cooking-2,10,50,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather any required ingredients and tools, perform the needed prep/cooking actions, then use **prepare meal** and eat the finished meal.",False,0.0,61,60,40,403362,2578,405940,0.7058835,0.036092,0.7419755,1769995246.482515,,488.1060655117035,0.0,0.0,,1769995795.5885806
minus-reasoner,gpt-5.2,tw-cooking-2,10,60,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather and prepare the required ingredients using the available tools (cut/slice/dice/cook as needed), then run **prepare meal** and eat the finished meal.",False,0.0,47,46,31,283086,1843,284929,0.4954005,0.025802,0.5212025,1769995797.1219795,,333.1078178882599,0.0,0.0,,1769996177.2297974
minus-reasoner,gpt-5.2,tw-cooking-2,10,70,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather any required ingredients and tools, cook the required items, then run **prepare meal** and eat the finished meal.",False,0.0,52,51,34,321208,2163,323371,0.562114,0.030282,0.592396,1769996178.6497302,,376.22532296180725,0.0,0.0,,1769996606.8750532
minus-reasoner,gpt-5.2,tw-cooking-2,10,80,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather the required ingredients and tools, follow the necessary prep/cooking steps, then prepare meal and eat the finished meal.",True,1.0,43,55,37,258730,1725,260455,0.45277750000000005,0.024149999999999998,0.47692750000000006,1769996608.8262942,,290.2372419834137,0.023255813953488372,3.83943483519226e-06,,1769996942.0635362
minus-reasoner,gpt-5.2,tw-cooking-2,10,90,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather the required ingredients and tools, cook the specified items as needed, use **prepare meal** to make the meal, then eat the prepared meal.",False,0.0,62,61,41,418652,2570,421222,0.7326410000000001,0.03598,0.7686210000000001,1769996943.6616373,,503.89747619628906,0.0,0.0,,1769997509.5591135
minus-reasoner,gpt-5.2,tw-cooking-2,10,100,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!","Go to the kitchen, examine the cookbook to learn the recipe, gather and cook the required ingredients using the appropriate tools, prepare the meal, then eat the prepared meal.",True,1.0,33,66,44,193204,1460,194664,0.338107,0.02044,0.358547,1769997511.111984,,244.39096879959106,0.030303030303030304,5.137056672009205e-06,,1769997788.5029528
