agent_name,model_name,eval_name,eval_size,episode,task,revised_task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
topline,gpt-5.2,tw-treasure-2,10,10,"Welcome to TextWorld! Here is your task for today. First stop, go south. And then, pick-up the berry from the floor of the dish-pit. And once you've done that, you win!",Go south to the dish-pit and take the berry from the floor.,True,1.0,4,20,2,23520,206,23726,0.04116,0.002884,0.044044,1770027467.468068,,22.738179206848145,0.25,4.2147854674197085e-05,,1770027494.206247
topline,gpt-5.2,tw-treasure-2,10,20,"I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Here is your task for today. First, it would be good if you could make sure that the door in the laundromat is wide open. After opening the door, venture north. If you can accomplish that, pick-up the key from the floor of the workshop. That's it!","Open the door in the laundromat, go north to the workshop, and take the key from the floor.",True,1.0,5,20,3,29496,282,29778,0.051618000000000004,0.003948,0.055566000000000004,1770027495.6861103,,33.66970634460449,0.2,3.358183894150044e-05,,1770027534.3558166
topline,gpt-5.2,tw-treasure-2,10,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First off, travel east. With that done, ensure that the gateway is open. After that, go to the east. And then, pick-up the fondue from the floor of the office. Got that? Good!","Go east, open the gateway if it isn’t already open, go east again, and take the fondue from the floor of the office.",True,1.0,6,20,4,36881,423,37304,0.06454175,0.005922,0.07046374999999999,1770027535.7572715,,50.90947103500366,0.16666666666666666,2.68067767531632e-05,,1770027592.6667426
topline,gpt-5.2,tw-treasure-2,10,40,"You are now playing a profound round of TextWorld! Here is your task for today. First stop, attempt to go to the east. Then, look and see that the gateway in the cellar is open. After that, venture south. And then, try to take a trip west. After that, retrieve the key from the floor of the bedchamber. That's it!",Go east; confirm the cellar gateway is open; go south; go west to the bedchamber; take the key from the floor.,True,1.0,7,20,5,45244,496,45740,0.079177,0.0069440000000000005,0.086121,1770027594.21491,,55.431185483932495,0.14285714285714285,2.1862702229995627e-05,,1770027656.6460955
topline,gpt-5.2,tw-treasure-2,10,50,"Welcome to TextWorld! Here is your task for today. First off, if it's not too much trouble, I need you to make absolutely sure that the door is opened. Once you have opened the door, head east. And then, head east. With that over with, try to venture south. Okay, and then, make an effort to travel west. Then, retrieve the fly larva from the floor of the studio. Alright, thanks!","Open the door, go east twice, go south, go west to the studio, and take the fly larva from the floor.",True,1.0,8,20,6,54146,589,54735,0.09475549999999999,0.008246,0.1030015,1770027658.0926306,,67.40646743774414,0.125,1.8269845619804513e-05,,1770027733.499098
topline,gpt-5.2,tw-treasure-2,10,60,"It's time to explore the amazing world of TextWorld! Here is how to play! First off, if it's not too much trouble, I need you to go to the west. After that, make an effort to go to the north. And then, make an effort to take a trip west. If you can accomplish that, go north. After that, attempt to head north. After that, retrieve the legume from the plate within the cookhouse. And once you've done that, you win!","Go west, then north, then west, then north, then north, and in the cookhouse take the legume from the plate.",True,1.0,8,20,6,54411,496,54907,0.09521925,0.0069440000000000005,0.10216325000000001,1770027734.9591334,,72.22095775604248,0.125,1.821261405649553e-05,,1770027815.1800911
topline,gpt-5.2,tw-treasure-2,10,70,"It's time to explore the amazing world of TextWorld! Here is how to play! First of all, ensure that the gateway is open. Then, go west. And then, make it so that the hatch inside the vault is opened. After that, head west. And then, make an effort to go north. Then, go to the east. Then, recover the passkey from the floor of the garage. That's it!","Open the gateway, go west, open the hatch in the vault, go west, go north, go east to the garage, and take the passkey from the floor.",True,1.0,9,20,7,62094,654,62748,0.10866450000000001,0.009156,0.11782050000000001,1770027816.7314558,,68.36183595657349,0.1111111111111111,1.593676292471473e-05,,1770027894.0932918
topline,gpt-5.2,tw-treasure-2,10,80,"Get ready to pick stuff up and put it in places, because you've just entered TextWorld! Here is your task for today. First stop, attempt to venture west. Following that, open the door. After that, attempt to move south. And then, ensure that the portal inside the bedroom is open. Then, take a trip south. Then, make an effort to go to the east. After that, attempt to go south. If you can accomplish that, recover the worm from the floor of the bedchamber. And once you've done that, you win!","Go west, open the door, go south, open the portal in the bedroom, go south, go east, go south, and take the worm from the floor of the bedchamber.",True,1.0,10,20,8,68001,724,68725,0.11900175000000002,0.010136000000000001,0.12913775000000002,1770027896.0420392,,76.8783905506134,0.1,1.4550745725718443e-05,,1770027982.9204297
topline,gpt-5.2,tw-treasure-2,10,90,"Welcome to TextWorld! Here is how to play! First thing I need you to do is to go west. With that done, try to take a trip south. Following that, try to travel south. With that done, make an effort to go west. Okay, and then, travel west. Then, take a trip north. After that, make an effort to go to the east. Okay, and then, make an effort to move north. Once you get around to doing that, recover the stick of butter from the suitcase. Once that's all handled, you can stop!","Go west, then south, south, west, west, north, east, north, and take the stick of butter from the suitcase.",True,1.0,14,20,9,99887,1264,101151,0.17480225,0.017696,0.19249824999999998,1770027984.4645517,,127.78686714172363,0.07142857142857142,9.886209726053129e-06,,1770028126.2514188
topline,gpt-5.2,tw-treasure-2,10,100,"Welcome to TextWorld! Here is your task for today. First thing I need you to do is to venture north. And then, make an attempt to move east. Then, lift the broom from the floor of the washroom. Once that's all handled, you can stop!","Go north, then go east to the washroom, and take the broom from the floor.",True,1.0,5,20,3,31353,297,31650,0.05486775,0.004158,0.05902575,1770028127.8692632,,31.116376399993896,0.2,3.15955766192733e-05,,1770028163.9856396
