agent_name,model_name,eval_name,eval_size,episode,task,revised_task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,10,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,5,20,4,22367,173,22540,0.03914225,0.002422,0.041564250000000004,1770098761.9504414,,13.017099857330322,0.2,4.4365572315882877e-05,,1770098779.9675412
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,20,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,6,20,5,27954,193,28147,0.0489195,0.002702,0.0516215,1770098781.538026,,43.14091682434082,0.16666666666666666,3.5527764948307104e-05,,1770098830.678943
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,30,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,7,20,6,32404,274,32678,0.05670700000000001,0.003836,0.06054300000000001,1770098832.6863656,,37.588600635528564,0.14285714285714285,3.060162800660995e-05,,1770098877.2749662
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,40,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,7,20,6,33791,287,34078,0.05913425,0.004018,0.06315225,1770098878.8096986,,46.278648138046265,0.14285714285714285,2.9344445096543226e-05,,1770098932.0883467
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,50,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,8,20,6,39767,286,40053,0.06959225,0.004004000000000001,0.07359625,1770098933.8792248,,48.369720220565796,0.125,2.4966918832546877e-05,,1770098990.248945
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,60,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,8,20,8,37772,235,38007,0.066101,0.00329,0.069391,1770098992.029813,,27.154918432235718,0.125,2.6310942721077695e-05,,1770099027.1847315
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,70,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,7,20,6,32886,263,33149,0.0575505,0.003682,0.061232499999999995,1770099028.7900205,,41.82198619842529,0.14285714285714285,3.0166822528583065e-05,,1770099077.6120067
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,80,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,9,20,9,44341,273,44614,0.07759674999999999,0.0038220000000000003,0.08141875,1770099079.242709,,50.22697997093201,0.1111111111111111,2.241448872551217e-05,,1770099138.469689
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,90,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,10,20,10,50637,378,51015,0.08861475,0.005292000000000001,0.09390675000000001,1770099140.1620853,,59.159987688064575,0.1,1.9602077820248946e-05,,1770099209.322073
plus-memorizer-v1,gpt-5.2,tw-cooking-1,10,100,"You are hungry! Let's cook a delicious meal. Check the cookbook in the kitchen for the recipe. Once done, enjoy your meal!",,True,1.0,11,20,10,56144,373,56517,0.098252,0.005222,0.10347400000000001,1770099210.8080263,,80.33191871643066,0.09090909090909091,1.7693791248650847e-05,,1770099302.139945
