agent_name,model_name,eval_name,eval_size,episode,task,revised_task,success,reward,steps,max_steps,solution_steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,stop_time
minus-summarizer,gpt-5.2,tw-simple-1,10,10,"Welcome to another fast paced episode of TextWorld! First, it would be good if you could ensure that the chest drawer is open. After that, retrieve the old key from the chest drawer. Having taken the old key, look and see that the wooden door is unlocked with the old key. After that, doublecheck that the wooden door is opened. After that, make an effort to take a trip east. Once you get through with that, ensure that the refrigerator inside the kitchen is open. And then, recover the lettuce from the refrigerator. Then, place the lettuce on the stove inside the kitchen. Alright, thanks!","Open the chest drawer, take the old key from it, use the old key to unlock and open the wooden door, go east to the kitchen, open the refrigerator, take the lettuce from it, and put the lettuce on the stove in the kitchen.",True,1.0,10,20,8,44372,463,44835,0.077651,0.006482,0.084133,1770003359.4403608,,52.472031116485596,0.1,2.230400356864057e-05,,1770003421.912392
minus-summarizer,gpt-5.2,tw-simple-1,10,20,"Welcome to another life changing round of TextWorld! First step, make it so that the chest drawer inside the bedroom is opened. Then, recover the old key from the chest drawer in the bedroom. Having picked up the old key, make it so that the wooden door inside the bedroom is unlocked. If you have unlocked the wooden door, make it so that the wooden door inside the bedroom is open. After that, travel east. And then, ensure that the screen door in the kitchen is open. And then, venture east. And then, travel south. After that, pick-up the lettuce from the floor of the garden. And then, make an attempt to take a trip north. After that, head west. If you can accomplish that, rest the lettuce on the stove. Once that's all handled, you can stop!","Open the chest drawer in the bedroom, take the old key from it, use the old key to unlock and open the wooden door, go east to the kitchen, open the screen door, go east then south to the garden, take the lettuce, go north then west back to the kitchen, and put the lettuce on the stove.",True,1.0,14,20,12,62706,633,63339,0.1097355,0.008862,0.1185975,1770003423.432092,,89.80287194252014,0.07142857142857142,1.5788061068220212e-05,,1770003527.234964
minus-summarizer,gpt-5.2,tw-simple-1,10,30,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, ensure that the chest drawer in the bedroom is open. And then, retrieve the old key from the chest drawer within the bedroom. And then, make it so that the wooden door inside the bedroom is unlocked. Then, open the wooden door. After that, take a trip east. Then, look and see that the screen door is ajar. Then, head east. After that, travel south. And then, pick up the apple from the floor of the garden. Then, go to the north. After that, make an effort to head west. And then, sit the apple on the stove inside the kitchen. And once you've done that, you win!","Open the chest drawer in the bedroom, take the old key from it, unlock and open the wooden door, go east to the kitchen and ensure the screen door is open, go east then south to the garden, take the apple, go north then west back to the kitchen, and put the apple on the stove.",True,1.0,14,20,12,63548,686,64234,0.11120899999999999,0.009604,0.12081299999999999,1770003528.6648324,,63.099295139312744,0.07142857142857142,1.5568079210387023e-05,,1770003605.7641275
minus-summarizer,gpt-5.2,tw-simple-1,10,40,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, ensure that the antique trunk is open. After that, pick up the old key from the antique trunk inside the bedroom. After that, make absolutely sure that the wooden door is unlocked. Then, open the wooden door. After that, move east. After that, venture south. Then, retrieve the half of a bag of chips from the couch within the living room. And then, venture north. That done, sit the half of a bag of chips on the stove. And once you've done that, you win!","Open the antique trunk in the bedroom, take the old key from it, use the key to unlock and then open the wooden door, go east then south to the living room, take the half of a bag of chips from the couch, go north, and put the chips on the stove.",True,1.0,11,20,9,47974,535,48509,0.0839545,0.00749,0.0914445,1770003606.0270832,,55.112610816955566,0.09090909090909091,2.0614731286977675e-05,,1770003672.139694
minus-summarizer,gpt-5.2,tw-simple-1,10,50,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First step, make absolutely sure that the chest drawer is open. If you have pulled open the chest drawer, take the old key from the chest drawer in the bedroom. With the old key, doublecheck that the wooden door within the bedroom is unlocked with the old key. Then, ensure that the wooden door is open. And then, attempt to take a trip east. With that over with, doublecheck that the screen door is ajar. After that, go east. Following that, make an effort to go to the south. And then, pick up the apple from the floor of the garden. If you have taken the apple, go to the north. And then, move west. With that accomplished, place the apple on the stove within the kitchen. Once that's all handled, you can stop!","Open the chest drawer in the bedroom, take the old key from it, use the key to unlock and open the wooden door, go east, ensure the screen door is open, go east and then south to the garden, take the apple, return north then west to the kitchen, and put the apple on the stove.",True,1.0,14,20,12,61528,702,62230,0.10767399999999999,0.009828,0.117502,1770003673.6420403,,87.00435209274292,0.07142857142857142,1.606941989394183e-05,,1770003774.6463923
minus-summarizer,gpt-5.2,tw-simple-1,10,60,"Welcome to TextWorld! First, it would be good if you could open the chest drawer inside the bedroom. After pulling open the chest drawer, retrieve the old key from the chest drawer. After taking the old key, unlock the wooden door. After that, open the wooden door. And then, go east. If you can accomplish that, open the refrigerator. Then, pick up the bell pepper from the refrigerator inside the kitchen. And then, rest the bell pepper on the stove. Once that's all handled, you can stop!","Open the chest drawer in the bedroom, take the old key from it, unlock and open the wooden door, go east to the kitchen, open the refrigerator, take the bell pepper from it, and put the bell pepper on the stove.",True,1.0,10,20,8,44036,483,44519,0.07706299999999999,0.006762,0.083825,1770003776.105768,,52.2901291847229,0.1,2.2462319459107347e-05,,1770003838.3958972
minus-summarizer,gpt-5.2,tw-simple-1,10,70,"Who's got a virtual machine and is about to play through an fast paced round of TextWorld? You do! First thing I need you to do is to look and see that the antique trunk is opened. After that, retrieve the old key from the antique trunk. Then, unlock the wooden door with the old key. Then, ensure that the wooden door is open. After opening the wooden door, head east. After that, open the screen door in the kitchen. And then, attempt to venture east. Following that, attempt to take a trip south. And then, retrieve the half of a bag of chips from the floor of the garden. With the half of a bag of chips, travel north. Then, try to go west. After that, place the half of a bag of chips on the stove inside the kitchen. Alright, thanks!","Confirm the antique trunk is open, take the old key from it, unlock and open the wooden door, go east to the kitchen, open the screen door, go east then south to the garden, take the half of a bag of chips, go north then west back to the kitchen, and put the chips on the stove.",True,1.0,14,20,12,62771,639,63410,0.10984924999999998,0.008946,0.11879524999999998,1770003839.8966837,,64.32265448570251,0.07142857142857142,1.5770383220312254e-05,,1770003918.2193382
minus-summarizer,gpt-5.2,tw-simple-1,10,80,"Who's got a virtual machine and is about to play through an exciting round of TextWorld? You do! Here is how to play! First of all, you could, like, doublecheck that the chest drawer within the bedroom is ajar. After that, take the old key from the chest drawer inside the bedroom. With the old key, unlock the wooden door in the bedroom. After that, make sure that the wooden door is ajar. Then, make an attempt to take a trip east. If you can get through with that, ensure that the screen door is open. Once you have opened the screen door, go east. With that over with, move south. Next, retrieve the half of a bag of chips from the floor of the garden. After getting the half of a bag of chips, attempt to go north. Then, attempt to venture west. If you can manage that, rest the half of a bag of chips on the stove in the kitchen. And once you've done that, you win!","Open the chest drawer in the bedroom, take the old key from it, unlock and open the wooden door, go east, open the screen door, go east and then south to the garden, take the half of a bag of chips, go north then west to the kitchen, and put the chips on the stove.",True,1.0,14,20,12,63701,696,64397,0.11147674999999999,0.009744,0.12122074999999999,1770003919.7296906,,88.35578513145447,0.07142857142857142,1.5528673695979626e-05,,1770004022.0854757
minus-summarizer,gpt-5.2,tw-simple-1,10,90,"It's time to explore the amazing world of TextWorld! Here is your task for today. First stop, ensure that the antique trunk is open. Then, recover the old key from the antique trunk. If you can get your hands on the old key, unlock the wooden door in the bedroom. Once you have unlocked the wooden door, open the wooden door. And then, move east. And then, take a trip south. Okay, and then, pick up the apple from the couch inside the living room. After that, make an effort to venture north. Following that, sit the apple on the stove within the kitchen. Got that? Good!","Open the antique trunk, take the old key from it, use the key to unlock and open the wooden door in the bedroom, go east then south to the living room, take the apple from the couch, go north to the kitchen, and put the apple on the stove.",True,1.0,11,20,9,48267,454,48721,0.08446725,0.006356,0.09082325,1770004023.580235,,55.243043422698975,0.09090909090909091,2.0525030274419653e-05,,1770004089.8232784
minus-summarizer,gpt-5.2,tw-simple-1,10,100,"Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First of all, you could, like, open the antique trunk in the bedroom. And then, recover the old key from the antique trunk. And then, look and see that the wooden door is unlocked with the old key. And then, open the wooden door within the bedroom. And then, try to head east. Following that, try to move south. After that, pick up the bell pepper from the couch in the living room. After that, attempt to take a trip north. Following that, sit the bell pepper on the stove. Once that's all handled, you can stop!","Open the antique trunk in the bedroom, take the old key from it, use the key to unlock and open the wooden door in the bedroom, go east then south to the living room, take the bell pepper from the couch, go north, and put the bell pepper on the stove.",True,1.0,11,20,9,48527,503,49030,0.08492225,0.007042,0.09196425,1770004091.5250845,,54.307740926742554,0.09090909090909091,2.0395676116663267e-05,,1770004156.8328254
