step_id,task,feedback,location,description,inventory,score,reward,is_done,summary,thought,action,error,final_reward
1,,,Closet,"You find yourself in a closet. A normal kind of place. You decide to start listing off everything you see in the room, as if you were in a text adventure. You need an unguarded exit? You should try going west.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
2,,"You find yourself in a salon. An usual kind of place. There is an exit to the east. Don't worry, it is unguarded. There is an unguarded exit to the north.",Salon,"You find yourself in a salon. An usual kind of place. There is an exit to the east. Don't worry, it is unguarded. There is an unguarded exit to the north.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
3,,"You have stumbled into the most normal of all possible bedrooms. You don't like doors? Why not try going south, that entranceway is unguarded. There is an unguarded exit to the west.",Bedroom,"You have stumbled into the most normal of all possible bedrooms. You don't like doors? Why not try going south, that entranceway is unguarded. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
4,,"You have fallen into the most standard of all possible pantrys. There is an exit to the east. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",Pantry,"You have fallen into the most standard of all possible pantrys. There is an exit to the east. Don't worry, it is unguarded. There is an exit to the west. Don't worry, it is unguarded.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
5,,You've fallen into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the playroom. You begin looking for stuff. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going west.,Playroom,You've fallen into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the playroom. You begin looking for stuff. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going west.,You are carrying nothing.,0,0.0,False,,,go west,,0.0
6,,You arrive in a lounge. A standard kind of place. I guess you better just go and list everything you see here. There is an unblocked exit to the east. You need an unblocked exit? You should try going west.,Lounge,You arrive in a lounge. A standard kind of place. I guess you better just go and list everything you see here. There is an unblocked exit to the east. You need an unblocked exit? You should try going west.,You are carrying nothing.,0,0.0,False,,,go west,,0.0
7,,"You are in a scullery. An usual one. There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",Scullery,"You are in a scullery. An usual one. There is an exit to the east. Don't worry, it is unguarded. You need an unblocked exit? You should try going south.",You are carrying nothing.,0,0.0,False,,,go south,,0.0
8,,You've just sauntered into a balmy kitchenette. There is an unblocked exit to the east. You need an unguarded exit? You should try going north.,Balmy Kitchenette,You've just sauntered into a balmy kitchenette. There is an unblocked exit to the east. You need an unguarded exit? You should try going north.,You are carrying nothing.,0,0.0,False,,,go east,,0.0
9,,You're now in a cramped attic. There is an unguarded exit to the east. You need an unguarded exit? You should try going west.,Cramped Attic,You're now in a cramped attic. There is an unguarded exit to the east. You need an unguarded exit? You should try going west.,You are carrying nothing.,0,0.0,False,,,go east,,0.0
10,,You arrive in an office. A serious one. You start to take note of what's in the room. There is an unguarded exit to the north. There is an unblocked exit to the west.,Serious Office,You arrive in an office. A serious one. You start to take note of what's in the room. There is an unguarded exit to the north. There is an unblocked exit to the west.,You are carrying nothing.,0,0.0,False,,,go north,,0.0
11,,"You find yourself in a kitchen. A sweaty one. You begin to take stock of what's here. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked.",Sweaty Kitchen,"You find yourself in a kitchen. A sweaty one. You begin to take stock of what's here. You don't like doors? Why not try going north, that entranceway is unguarded. You don't like doors? Why not try going south, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
12,,"You arrive in a launderette. An ordinary one. You can barely contain your excitement. You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked.",Launderette,"You arrive in a launderette. An ordinary one. You can barely contain your excitement. You need an unguarded exit? You should try going east. You don't like doors? Why not try going south, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,,,go east,,0.0
13,,"You find yourself in a canteen. An usual kind of place. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",Canteen,"You find yourself in a canteen. An usual kind of place. You don't like doors? Why not try going south, that entranceway is unblocked. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,,,go south,,0.0
14,,You find yourself in a kitchen. A balmy kind of place. You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south.,Balmy Kitchen,You find yourself in a kitchen. A balmy kind of place. You need an unguarded exit? You should try going north. You need an unguarded exit? You should try going south.,You are carrying nothing.,0,0.0,False,,,go south,,0.0
15,,"You have entered a garage. Not the garage you'd expect. No, this is a garage. There is an unblocked exit to the north. There is an unguarded exit to the west.",Garage,"You have entered a garage. Not the garage you'd expect. No, this is a garage. There is an unblocked exit to the north. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
16,,"Guess what, you are in a place we're calling a chamber. There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the west.",Chamber,"Guess what, you are in a place we're calling a chamber. There is an exit to the east. Don't worry, it is unblocked. There is an unguarded exit to the west.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
17,,"Look at you, bigshot, walking into a steam room like it isn't some huge deal. There is an unguarded exit to the east. You need an unguarded exit? You should try going north.",Steam Room,"Look at you, bigshot, walking into a steam room like it isn't some huge deal. There is an unguarded exit to the east. You need an unguarded exit? You should try going north.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
18,,"You find yourself in a canteen. A steamy kind of place. You don't like doors? Why not try going north, that entranceway is unguarded. There is an unguarded exit to the south.",Steamy Canteen,"You find yourself in a canteen. A steamy kind of place. You don't like doors? Why not try going north, that entranceway is unguarded. There is an unguarded exit to the south.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
19,,"You're now in a bedchamber. You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the south.",Bedchamber,"You're now in a bedchamber. You don't like doors? Why not try going east, that entranceway is unblocked. There is an unguarded exit to the south.",You are carrying nothing.,0,0.0,False,,,go east,,0.0
20,,You've just sauntered into a sauna. You need an unblocked exit? You should try going east. There is an unblocked exit to the west.,Sauna,You've just sauntered into a sauna. You need an unblocked exit? You should try going east. There is an unblocked exit to the west.,You are carrying nothing.,0,0.0,False,,,go east,,0.0
21,,"You've entered a cellar. You can barely contain your excitement. You need an unblocked exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",Cellar,"You've entered a cellar. You can barely contain your excitement. You need an unblocked exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
22,,You've just sauntered into a sauna. You need an unblocked exit? You should try going east. There is an unblocked exit to the west.,Sauna,You've just sauntered into a sauna. You need an unblocked exit? You should try going east. There is an unblocked exit to the west.,You are carrying nothing.,0,0.0,False,,,go north,,0.0
23,,You can't go that way.,Sauna,You've just sauntered into a sauna. You need an unblocked exit? You should try going east. There is an unblocked exit to the west.,You are carrying nothing.,0,0.0,False,,,go east,,0.0
24,,"You've entered a cellar. You can barely contain your excitement. You need an unblocked exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",Cellar,"You've entered a cellar. You can barely contain your excitement. You need an unblocked exit? You should try going north. You don't like doors? Why not try going west, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
25,,"You arrive in a kitchen. An usual kind of place. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",Kitchen,"You arrive in a kitchen. An usual kind of place. You need an unguarded exit? You should try going south. There is an exit to the west. Don't worry, it is unblocked.",You are carrying nothing.,0,0.0,False,,,go west,,0.0
26,,"You are in a cookery. An ordinary kind of place. You decide to just list off a complete list of everything you see in the room, because hey, why not? You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going south.",Cookery,"You are in a cookery. An ordinary kind of place. You decide to just list off a complete list of everything you see in the room, because hey, why not? You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going south.",You are carrying nothing.,0,0.0,False,,,go south,,0.0
27,,"You are in a chamber. A relaxing one. You need an unguarded exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unguarded.",Relaxing Chamber,"You are in a chamber. A relaxing one. You need an unguarded exit? You should try going north. You don't like doors? Why not try going south, that entranceway is unguarded.",You are carrying nothing.,0,0.0,False,,,go south,,0.0
28,,"Of every office you could have sauntered into, you had to show up in a normal one. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north.",Office,"Of every office you could have sauntered into, you had to show up in a normal one. You need an unblocked exit? You should try going east. You need an unblocked exit? You should try going north.",You are carrying nothing.,0,0.0,False,,,go east,,0.0
29,,"You arrive in a study. A standard one. There is an unguarded exit to the north. You don't like doors? Why not try going west, that entranceway is unblocked.",Study,"You arrive in a study. A standard one. There is an unguarded exit to the north. You don't like doors? Why not try going west, that entranceway is unblocked.",You are carrying nothing.,0,0.0,False,,,go north,,0.0
