step_id,task,feedback,location,description,inventory,score,reward,is_done,thought,action,error,final_reward
1,,,Bedroom,"You are in a bedroom. A typical one. Look over there! a chest drawer. You make out an antique trunk. You can see a king-size bed. The king-size bed is normal. But the thing is empty. Silly king-size bed, silly, empty, good for nothing king-size bed. There is a closed wooden door leading east.",You are carrying nothing.,0,0.0,False,I should open the antique trunk first as instructed so I can retrieve the old key from it.,open antique trunk,,0.0
2,,"You open the antique trunk, revealing an old key.",Bedroom,"You are in a bedroom. A typical one. Look over there! a chest drawer. You make out an antique trunk. The antique trunk contains an old key. You can see a king-size bed. The king-size bed is normal. But the thing is empty. Silly king-size bed, silly, empty, good for nothing king-size bed. There is a closed wooden door leading east.",You are carrying nothing.,0,0.0,False,Next I need to recover the old key from the antique trunk.,take old key from antique trunk,,0.0
3,,You take the old key from the antique trunk.,Bedroom,"You are in a bedroom. A typical one. Look over there! a chest drawer. You make out an antique trunk. The antique trunk is empty, what a horrible day! You can see a king-size bed. The king-size bed is normal. But the thing is empty. Silly king-size bed, silly, empty, good for nothing king-size bed. There is a closed wooden door leading east.",You are carrying: an old key.,0,0.0,False,I need to ensure the wooden door is unlocked using the old key before opening it.,unlock wooden door with old key,,0.0
4,,You unlock wooden door.,Bedroom,"You are in a bedroom. A typical one. Look over there! a chest drawer. You make out an antique trunk. The antique trunk is empty, what a horrible day! You can see a king-size bed. The king-size bed is normal. But the thing is empty. Silly king-size bed, silly, empty, good for nothing king-size bed. There is a closed wooden door leading east.",You are carrying: an old key.,0,0.0,False,"With the wooden door unlocked, I should open it as directed.",open wooden door,,0.0
5,,You open wooden door.,Bedroom,"You are in a bedroom. A typical one. Look over there! a chest drawer. You make out an antique trunk. The antique trunk is empty, what a horrible day! You can see a king-size bed. The king-size bed is normal. But the thing is empty. Silly king-size bed, silly, empty, good for nothing king-size bed. There is an open wooden door leading east.",You are carrying: an old key.,0,0.0,False,Now I should head east through the open wooden door.,go east,,0.0
6,,"You've entered a kitchen. You make out a closed refrigerator nearby. Look out! It's a- oh, never mind, it's just a counter. The counter is standard. However, the counter, like an empty counter, has nothing on it. It would have been so cool if there was stuff on the counter! oh well. You see a gleam over in a corner, where you can see a stove. The stove is standard. However, the stove, like an empty stove, has nothing on it. Aw, here you were, all excited for there to be things on it! You can make out a kitchen island. The kitchen island is normal. On the kitchen island you see a note. There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",Kitchen,"You've entered a kitchen. You make out a closed refrigerator nearby. Look out! It's a- oh, never mind, it's just a counter. The counter is standard. However, the counter, like an empty counter, has nothing on it. It would have been so cool if there was stuff on the counter! oh well. You see a gleam over in a corner, where you can see a stove. The stove is standard. However, the stove, like an empty stove, has nothing on it. Aw, here you were, all excited for there to be things on it! You can make out a kitchen island. The kitchen island is normal. On the kitchen island you see a note. There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",You are carrying: an old key.,0,0.0,False,The next instructed move is to go south from the kitchen.,go south,,0.0
7,,"You are in a living room. A standard kind of place. You make out a couch. The couch is usual. On the couch you can see a bell pepper. You can make out a low table. You see a remote on the low table. You make out a tv. Now why would someone leave that there? Unfortunately, there isn't a thing on it. You don't like doors? Why not try going north, that entranceway is unguarded.",Living Room,"You are in a living room. A standard kind of place. You make out a couch. The couch is usual. On the couch you can see a bell pepper. You can make out a low table. You see a remote on the low table. You make out a tv. Now why would someone leave that there? Unfortunately, there isn't a thing on it. You don't like doors? Why not try going north, that entranceway is unguarded.",You are carrying: an old key.,0,0.0,False,I need to pick up the bell pepper from the couch.,take bell pepper from couch,,0.0
8,,You take the bell pepper from the couch.,Living Room,"You are in a living room. A standard kind of place. You make out a couch. The couch is usual. But there isn't a thing on it. You move on, clearly angry about TextWorld. You can make out a low table. You see a remote on the low table. You make out a tv. Now why would someone leave that there? Unfortunately, there isn't a thing on it. You don't like doors? Why not try going north, that entranceway is unguarded.",You are carrying: a bell pepper and an old key.,0,0.0,False,"Next I should travel north as instructed, returning to the kitchen to use the stove.",go north,,0.0
9,,"You've entered a kitchen. You make out a closed refrigerator nearby. Look out! It's a- oh, never mind, it's just a counter. The counter is standard. However, the counter, like an empty counter, has nothing on it. It would have been so cool if there was stuff on the counter! oh well. You see a gleam over in a corner, where you can see a stove. The stove is standard. However, the stove, like an empty stove, has nothing on it. Aw, here you were, all excited for there to be things on it! You can make out a kitchen island. The kitchen island is normal. On the kitchen island you see a note. There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",Kitchen,"You've entered a kitchen. You make out a closed refrigerator nearby. Look out! It's a- oh, never mind, it's just a counter. The counter is standard. However, the counter, like an empty counter, has nothing on it. It would have been so cool if there was stuff on the counter! oh well. You see a gleam over in a corner, where you can see a stove. The stove is standard. However, the stove, like an empty stove, has nothing on it. Aw, here you were, all excited for there to be things on it! You can make out a kitchen island. The kitchen island is normal. On the kitchen island you see a note. There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",You are carrying: a bell pepper and an old key.,0,0.0,False,I must place the bell pepper onto the stove to finish the task sequence.,put bell pepper on stove,,0.0
10,,"You put the bell pepper on the stove. Your score has just gone up by one point. *** The End *** You scored 1 out of a possible 1, in 10 turns. Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command? >",Kitchen,"You've entered a kitchen. You make out a closed refrigerator nearby. Look out! It's a- oh, never mind, it's just a counter. The counter is standard. However, the counter, like an empty counter, has nothing on it. It would have been so cool if there was stuff on the counter! oh well. You see a gleam over in a corner, where you can see a stove. The stove is standard. On the stove you make out a bell pepper. There's something strange about this thing being here, but you don't have time to worry about that now. You can make out a kitchen island. The kitchen island is normal. On the kitchen island you see a note. There is a closed screen door leading east. There is an open wooden door leading west. There is an exit to the north. Don't worry, it is unblocked. You need an unguarded exit? You should try going south.",You are carrying: an old key.,1,0.0,True,"The task is complete and the game is done, so I should quit.",quit,,1.0
